id,Account Created At(same for all rows),status created_at,Fav_cont,retweeted_count,reply_to_status,reply_to_screen,quote,Yes/No,Category,text
https://twitter.com/CDCgov/status/1316140427981000704,Fri May 21 19:40:40 +0000 2010,10/13/20 22:15,0,26,repNone,,FALSE,No,,RT @CDCEnvironment: It might take longer than normal to get power and water back up after a storm or  hurricane. Take steps to prevent carbâ¦
https://twitter.com/CDCgov/status/1316127845693952003,Fri May 21 19:40:40 +0000 2010,10/13/20 21:25,0,21,repNone,,FALSE,No,,"RT @CDCEnvironment: CDC has important information on safe clean up, chemical hazards, and more when returning home after a #flood. Visit: hâ¦"
https://twitter.com/CDCgov/status/1316117514376577024,Fri May 21 19:40:40 +0000 2010,10/13/20 20:44,87,37,repNone,,FALSE,No,,"FREE resources for disaster planning from CDC and the American Mosquito Control Association. Check out the latest JAMCA publication on mosquito control before, during, and after a disaster: https://t.co/J0W36JkeqH. @AMCATweets https://t.co/n47ua9p2hb"
https://twitter.com/CDCgov/status/1316113492668289024,Fri May 21 19:40:40 +0000 2010,10/13/20 20:28,46,29,repNone,,FALSE,No,,"Weâre celebrating Health Literacy Month. Weâre using webinars, virtual panel discussions and book clubs, and more. Check out our resources or share yours. What are you doing this month? https://t.co/fB0olwCzSW #HealthLiteracyMonth https://t.co/xEyef5xCrH"
https://twitter.com/CDCgov/status/1316100400387424256,Fri May 21 19:40:40 +0000 2010,10/13/20 19:36,81,42,repNone,,FALSE,No,,Whatâs behind E. coli outbreaks linked to leafy greens? Listen to CDC epidemiologist Katherine Marshall share lessons learned from 10 years of investigating E. coli outbreaks linked to leafy greens: https://t.co/XfgeAoIGa5. https://t.co/oqxOXgPhRa
https://twitter.com/CDCgov/status/1316083815450923010,Fri May 21 19:40:40 +0000 2010,10/13/20 18:30,102,38,repNone,,FALSE,No,,CDC has made major strides against #AntibioticResistanceâincluding 18% fewer deaths from resistant infections since 2013. The new National Action Plan highlights our next steps in the fight against AR. See it here: https://t.co/impYK2RNfm. https://t.co/xaNEr98Qqe
https://twitter.com/CDCgov/status/1316075489715462145,Fri May 21 19:40:40 +0000 2010,10/13/20 17:57,139,61,repNone,,FALSE,Yes,Outbreak,Thank you contact tracers!  Learn more about #COVID19 contact tracing: https://t.co/VhTAoZTOxV. https://t.co/BszR0wkND5
https://twitter.com/CDCgov/status/1316060390120394752,Fri May 21 19:40:40 +0000 2010,10/13/20 16:57,240,167,repNone,,FALSE,Yes,Prevention,"Handwashing is one of the best ways to protect yourself, your friends, and your family from getting sick. Learn how you should wash your hands to stay healthy &amp; when it is most important: https://t.co/XKevxiMEjR. https://t.co/MhOuvHIfyj"
https://twitter.com/CDCgov/status/1316047819434790913,Fri May 21 19:40:40 +0000 2010,10/13/20 16:07,101,86,repNone,,FALSE,Yes,Outbreak,The latest CDC #COVIDView report shows that racial and ethnic minorities continue to be hospitalized for #COVID19 at rates more than 4 times higher than Whites. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/CJAbdA2msB
https://twitter.com/CDCgov/status/1316033461862494211,Fri May 21 19:40:40 +0000 2010,10/13/20 15:10,114,118,repNone,,FALSE,Yes,Outbreak,"#DomesticViolenceAwarenessMonth is especially important for those experiencing violence during the #COVID19 pandemic. If you or a loved one feel afraid for your safety, resources like the @NDVH can help. Visit #HowRightNow: https://t.co/fbWKNoG7tW.  (supported by @CDCFound) https://t.co/41AB3Mov1e"
https://twitter.com/CDCgov/status/1315720147303309313,Fri May 21 19:40:40 +0000 2010,10/12/20 18:25,143,97,repNone,,FALSE,No,,ICYMI: The first CDC weekly flu surveillance report for the 2020-21 #fluseason was posted on Friday. Keep up with the spread of flu in the U.S. with #FluView: https://t.co/s9XLYIzBXD. https://t.co/rTtvgtbn3p
https://twitter.com/CDCgov/status/1315706054764900355,Fri May 21 19:40:40 +0000 2010,10/12/20 17:29,92,51,repNone,,FALSE,No,,"U.S. homes built before 1978 likely have some lead-based paint. If your home was built before 1978 and youâre doing home renovation activities, find a qualified professional to safely remove cracked and peeling paint: https://t.co/wx8j3LaqIu. https://t.co/tUJhWkBRpW"
https://twitter.com/CDCgov/status/1315685437017653255,Fri May 21 19:40:40 +0000 2010,10/12/20 16:07,211,90,repNone,,FALSE,No,,"Stay safe after a storm. Use safe water for personal hygiene, and wash your hands with soap and water to reduce the spread of germs. https://t.co/R2KJLLz1J7 #Delta https://t.co/fF2CwomFL7"
https://twitter.com/CDCgov/status/1315669828879998977,Fri May 21 19:40:40 +0000 2010,10/12/20 15:05,0,21,repNone,,FALSE,No,,RT @CDC_TB: Too many people in the U.S. still suffer from #TB. Visit CDCâs TB Personal Stories website to see stories highlighting the persâ¦
https://twitter.com/CDCgov/status/1315657732800876547,Fri May 21 19:40:40 +0000 2010,10/12/20 14:17,0,25,repNone,,TRUE,No,,"RT @CDC_DASH: Important topicâ¬ï¸- Adolescent #MentalHealth trends are moving in the wrong direction. For #LGBTQ youth, the trends are even mâ¦"
https://twitter.com/CDCgov/status/1315352472261726210,Fri May 21 19:40:40 +0000 2010,10/11/20 18:04,252,125,repNone,,FALSE,No,,"Have you lost power? Unopened, full freezers will keep food safe for 48 hours during power outage; 24 hours if half-full. https://t.co/9xnw6DNgzy #Delta https://t.co/bQ4yqGU8Ng"
https://twitter.com/CDCgov/status/1315334354311278593,Fri May 21 19:40:40 +0000 2010,10/11/20 16:52,1574,1040,repNone,,FALSE,Yes,"Prevention, Outbreak","#WearAMask in public to help slow the spread of COVID-19 but be sure to wear it the right way. Position your mask so that it fully covers your nose and mouth. If youâre not wearing your mask properly, #COVID19 particles can spread.   Learn more: https://t.co/iOQv5OMdKA. https://t.co/4RLC9rAeX7"
https://twitter.com/CDCgov/status/1315324538062811138,Fri May 21 19:40:40 +0000 2010,10/11/20 16:13,0,120,repNone,,FALSE,No,,RT @CDCFlu: October is a good time to get a #fluvaccine. @CDCgov &amp; @NFIDvaccines kicked off the national influenza vaccine campaign. Join uâ¦
https://twitter.com/CDCgov/status/1315304916852912134,Fri May 21 19:40:40 +0000 2010,10/11/20 14:55,0,44,repNone,,FALSE,No,,"RT @CDC_Cancer: If youâre receiving chemo for breast cancer, your risk of infection may be higher. Visit https://t.co/CKjKkNqtpA for tips oâ¦"
https://twitter.com/CDCgov/status/1315042676086054923,Fri May 21 19:40:40 +0000 2010,10/10/20 21:33,0,109,repNone,,FALSE,No,,"RT @HHSGov: Especially during #flu season, as a parent, it's your job to make the best health decisions for your children. This resource caâ¦"
